channel,eventNum,format,idHex,peakRssi,timestamp,type
912.55,272,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:34.055-0500","CUSTOM"
908.05,273,"epc","1111111111111111111111ff",-58,"2025-06-03T10:22:35.018-0500","CUSTOM"
908.05,274,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:35.069-0500","CUSTOM"
922.45,275,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:36.021-0500","CUSTOM"
919.3,276,"epc","1111111111111111111111ff",-58,"2025-06-03T10:22:37.024-0500","CUSTOM"
914.35,277,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:37.116-0500","CUSTOM"
925.6,278,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:38.028-0500","CUSTOM"
904.45,279,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:38.716-0500","CUSTOM"
904.45,280,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:39.040-0500","CUSTOM"
917.95,281,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:40.044-0500","CUSTOM"
908.95,282,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:40.328-0500","CUSTOM"
916.6,283,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:41.047-0500","CUSTOM"
905.35,284,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:41.422-0500","CUSTOM"
904.9,285,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:42.050-0500","CUSTOM"
913.9,286,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:43.012-0500","CUSTOM"
913.9,287,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:43.043-0500","CUSTOM"
913.0,288,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:44.016-0500","CUSTOM"
913.0,289,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:44.056-0500","CUSTOM"
911.2,290,"epc","1111111111111111111111ee",-57,"2025-06-03T10:22:45.029-0500","CUSTOM"
911.2,291,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:45.059-0500","CUSTOM"
908.5,292,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:46.042-0500","CUSTOM"
908.5,293,"epc","1111111111111111111111ff",-61,"2025-06-03T10:22:46.062-0500","CUSTOM"
906.25,294,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:47.045-0500","CUSTOM"
906.25,295,"epc","1111111111111111111111ff",-60,"2025-06-03T10:22:47.076-0500","CUSTOM"
913.45,296,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:48.059-0500","CUSTOM"
913.45,297,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:48.069-0500","CUSTOM"
915.25,298,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:49.082-0500","CUSTOM"
909.85,299,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:49.264-0500","CUSTOM"
907.6,300,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:50.075-0500","CUSTOM"
907.6,301,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:50.278-0500","CUSTOM"
909.4,302,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:51.088-0500","CUSTOM"
912.55,303,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:52.102-0500","CUSTOM"
912.55,304,"epc","1111111111111111111111ff",-59,"2025-06-03T10:22:52.102-0500","CUSTOM"
908.05,305,"epc","1111111111111111111111ff",-58,"2025-06-03T10:22:53.108-0500","CUSTOM"
908.05,306,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:53.118-0500","CUSTOM"
922.45,307,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:54.110-0500","CUSTOM"
921.1,308,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:55.122-0500","CUSTOM"
903.1,309,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:55.549-0500","CUSTOM"
921.55,310,"epc","1111111111111111111111ff",-58,"2025-06-03T10:22:56.117-0500","CUSTOM"
914.35,311,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:56.776-0500","CUSTOM"
903.55,312,"epc","1111111111111111111111ff",-58,"2025-06-03T10:22:57.120-0500","CUSTOM"
924.7,313,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:58.130-0500","CUSTOM"
904.45,314,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:58.242-0500","CUSTOM"
918.85,315,"epc","1111111111111111111111ff",-57,"2025-06-03T10:22:59.135-0500","CUSTOM"
908.95,316,"epc","1111111111111111111111ee",-55,"2025-06-03T10:22:59.825-0500","CUSTOM"
908.95,317,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:00.138-0500","CUSTOM"
905.35,318,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:01.007-0500","CUSTOM"
905.35,319,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:01.139-0500","CUSTOM"
923.35,320,"epc","1111111111111111111111ff",-57,"2025-06-03T10:23:02.140-0500","CUSTOM"
913.9,321,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:02.627-0500","CUSTOM"
906.7,322,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:03.144-0500","CUSTOM"
913.0,323,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:03.640-0500","CUSTOM"
910.75,324,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:04.149-0500","CUSTOM"
911.2,325,"epc","1111111111111111111111ee",-57,"2025-06-03T10:23:04.655-0500","CUSTOM"
904.0,326,"epc","1111111111111111111111ff",-61,"2025-06-03T10:23:05.162-0500","CUSTOM"
908.5,327,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:05.668-0500","CUSTOM"
911.65,328,"epc","1111111111111111111111ff",-62,"2025-06-03T10:23:06.165-0500","CUSTOM"
906.25,329,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:06.682-0500","CUSTOM"
916.15,330,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:07.168-0500","CUSTOM"
907.15,331,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:07.706-0500","CUSTOM"
917.05,332,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:08.172-0500","CUSTOM"
909.85,333,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:08.913-0500","CUSTOM"
909.85,334,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:09.186-0500","CUSTOM"
907.6,335,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:09.927-0500","CUSTOM"
922.9,336,"epc","1111111111111111111111ff",-58,"2025-06-03T10:23:10.190-0500","CUSTOM"
918.4,337,"epc","1111111111111111111111ff",-58,"2025-06-03T10:23:11.193-0500","CUSTOM"
912.55,338,"epc","1111111111111111111111ee",-56,"2025-06-03T10:23:11.599-0500","CUSTOM"
922.0,339,"epc","1111111111111111111111ff",-58,"2025-06-03T10:23:12.197-0500","CUSTOM"
908.05,340,"epc","1111111111111111111111ee",-56,"2025-06-03T10:23:12.612-0500","CUSTOM"
912.1,341,"epc","1111111111111111111111ff",-56,"2025-06-03T10:23:13.191-0500","CUSTOM"
919.75,342,"epc","1111111111111111111111ff",-57,"2025-06-03T10:23:14.204-0500","CUSTOM"
903.1,343,"epc","1111111111111111111111ee",-56,"2025-06-03T10:23:15.187-0500","CUSTOM"
921.55,344,"epc","1111111111111111111111ff",-61,"2025-06-03T10:23:15.491-0500","CUSTOM"
914.35,345,"epc","1111111111111111111111ee",-56,"2025-06-03T10:23:16.282-0500","CUSTOM"
914.35,346,"epc","1111111111111111111111ff",-58,"2025-06-03T10:23:16.495-0500","CUSTOM"
924.7,347,"epc","1111111111111111111111ff",-56,"2025-06-03T10:23:17.500-0500","CUSTOM"
904.45,348,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:17.864-0500","CUSTOM"
926.95,349,"epc","1111111111111111111111ff",-56,"2025-06-03T10:23:18.515-0500","CUSTOM"
908.95,350,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:19.427-0500","CUSTOM"
908.95,351,"epc","1111111111111111111111ff",-56,"2025-06-03T10:23:19.518-0500","CUSTOM"
916.6,352,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:20.525-0500","CUSTOM"
905.35,353,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:20.636-0500","CUSTOM"
923.35,354,"epc","1111111111111111111111ff",-57,"2025-06-03T10:23:21.518-0500","CUSTOM"
913.9,355,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:22.258-0500","CUSTOM"
913.9,356,"epc","1111111111111111111111ff",-57,"2025-06-03T10:23:22.532-0500","CUSTOM"
913.0,357,"epc","1111111111111111111111ee",-55,"2025-06-03T10:23:23.272-0500","CUSTOM"
920.65,358,"epc","1111111111111111111111ff",-59,"2025-06-03T10:23:23.535-0500","CUSTOM"
